id;start_date;updated_date;survey_id;email;status;device_type;contact_id;contact_list_id;promotion_code;1_¿Cuál es el principal objetivo de su visita al BOAM?;1_¿Cuál es el principal objetivo de su visita al BOAM?_Otro;2_¿Ha conseguido cumplir su objetivo?;3_¿Con qué frecuencia consulta el Boletín Oficial del Ayuntamiento de Madrid?;4_¿Con qué perfil se identifica usted más?;4_¿Con qué perfil se identifica usted más?_Otro;5_¿De qué forma mayoritaria realiza sus consultas del Boletín Oficial del Ayuntamiento?;6_¿Conoce el servicio de suscripción al Boletín Oficial del Ayuntamiento de Madrid?;7_Indique su grado de satisfacción general con el Boletín Oficial del Ayuntamiento de Madrid;8_Le agradecemos cualquier comentario que nos ayude a mejorar;9_¿Cuál es su sexo?;10_¿A qué grupo de edad pertenece?
46925641;22/10/2024 12:23;22/10/2024 12:28;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Otro;jubilado;Desde un PC;No;10;Deberían introducir en el calendario algún tipo de indicación para saber que el boletín correspondiente ya ha sido leído, como se hace en el BOE. Gracias;Hombre; Más de 65
46932750;22/10/2024 13:41;22/10/2024 13:42;359511;;Parcial;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Ocasionalmente;Trabajo en una Administración Pública;;Desde un PC;Sí;3;;;
46934607;22/10/2024 16:35;22/10/2024 16:35;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;Mujer;Entre 18 y 40
46984002;24/10/2024 11:12;24/10/2024 11:12;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
46984578;24/10/2024 12:28;24/10/2024 12:24;359511;;Completa;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Ocasionalmente;Trabajo por cuenta ajena;;Desde un PC;No;2;No es nada intuitivo y no es fácil encontrar las publicaciones.;Mujer;Entre 40 y 65
46989331;24/10/2024 20:44;24/10/2024 20:44;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;9;;Mujer;Entre 40 y 65
46989545;24/10/2024 21:08;24/10/2024 21:08;359511;;Parcial;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;;;;;;;;;;
47026104;25/10/2024 21:58;25/10/2024 21:58;359511;;Parcial;Mobile;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;;;;;;;;;;
47029535;26/10/2024 11:16;26/10/2024 11:17;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;;;;;;;;;;
47031082;26/10/2024 17:44;26/10/2024 17:46;359511;;Completa;Mobile;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;Sí;Diariamente;Trabajo por cuenta ajena;;Desde un dispositivo móvil;Sí;10;;Hombre;Entre 40 y 65
47037487;28/10/2024 0:40;28/10/2024 0:41;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Semanalmente;Trabajo en una Administración Pública;;Desde un PC;Sí;10;;Hombre;Entre 40 y 65
47071258;29/10/2024 8:38;29/10/2024 8:39;359511;;Completa;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Semanalmente;Otro;;Desde un dispositivo móvil;No;1;;Mujer;Entre 18 y 40
47151966;30/10/2024 9:34;30/10/2024 9:35;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;Diariamente;Trabajo por cuenta ajena;;Desde un PC;Sí;2;;Mujer;Entre 40 y 65
47169203;30/10/2024 18:32;30/10/2024 18:33;359511;;Completa;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Ocasionalmente;Trabajo por cuenta ajena;;Desde un PC;No;5;No hay manera de encontrar lo que me interesa, el buscador me suele dar error;Mujer;Entre 40 y 65
47200047;02/11/2024 17:06;02/11/2024 17:07;359511;;Parcial;Mobile;;;;Consultar el BOAM de un día anterior;;;;;;;;;Tct;Mujer;Menos de 18
47204004;03/11/2024 21:17;03/11/2024 21:18;359511;;Parcial;Mobile;;;;Consultar el BOAM de un día anterior;;No ;Ocasionalmente;;;;;;;;
47228895;05/11/2024 8:17;05/11/2024 8:18;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;No;7;;Mujer;Entre 40 y 65
47235350;05/11/2024 11:48;05/11/2024 11:49;359511;;Parcial;Desktop;;;;Otro;;;;;;;;;;;
47283745;06/11/2024 15:13;06/11/2024 23:26;359511;;Parcial;Desktop;;;;;;;;;;;;3;;;
47403642;12/11/2024 0:36;12/11/2024 0:37;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;No ;Ocasionalmente;Trabajo en una Administración Pública;;Desde un dispositivo móvil;Sí;10;;Hombre;Entre 40 y 65
47441497;12/11/2024 22:49;12/11/2024 22:49;359511;;Parcial;Mobile;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;;;;;;;;;
47445683;13/11/2024 9:28;13/11/2024 9:28;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Soy un/a trabajador/a autónomo;;Desde un PC;No;8;;Mujer;Entre 18 y 40
47454859;13/11/2024 12:05;13/11/2024 12:19;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;No ;;;;;;;;;
47484078;13/11/2024 17:54;13/11/2024 17:54;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Semanalmente;Trabajo en una Administración Pública;;Desde un PC;No;9;;Hombre;Entre 40 y 65
47563115;18/11/2024 14:28;18/11/2024 14:28;359511;;Parcial;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;;;;;;;;;
47563140;18/11/2024 14:30;18/11/2024 14:31;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;Mujer;Entre 40 y 65
47569209;18/11/2024 21:26;18/11/2024 21:26;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo por cuenta ajena;;;;;;;
47575216;19/11/2024 10:05;19/11/2024 10:05;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
47586534;19/11/2024 13:58;19/11/2024 13:58;359511;;Parcial;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;;;;;;;;;;
47599290;19/11/2024 21:58;19/11/2024 21:43;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;;;;;;;;
47603593;20/11/2024 8:16;20/11/2024 8:24;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;7;Cuando se accede a un contenido y se retorna, te lleva a la página principal del BOAM, por lo que,  cada vez que se accede a un contenido,  hay que hacer todos los pasos de entrada nuevamente ;Mujer;Entre 40 y 65
47620747;20/11/2024 21:23;20/11/2024 21:24;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;;;;;;;;;;
47688968;22/11/2024 7:48;22/11/2024 7:48;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;7;;Mujer;Entre 40 y 65
47690372;22/11/2024 9:49;22/11/2024 9:50;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;10;;Hombre;Entre 40 y 65
47726379;25/11/2024 10:52;25/11/2024 10:53;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;No ;;;;;;;;;
47779583;27/11/2024 17:53;27/11/2024 17:54;359511;;Parcial;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;;;;;;;;;
47780152;27/11/2024 18:45;27/11/2024 18:46;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;9;;Mujer;Entre 40 y 65
47862895;28/11/2024 21:10;28/11/2024 21:11;359511;;Completa;Mobile;;;;;;;;;;;;;;Hombre;Entre 18 y 40
47868688;29/11/2024 11:36;29/11/2024 11:38;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;Sí;Mensualmente;Otro;buscando trabajo;Desde un PC;Sí;10;;Mujer;Entre 18 y 40
47891816;30/11/2024 18:50;30/11/2024 18:55;359511;;Completa;Mobile;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;Ocasionalmente;Otro;Reparación y fabricación de tanques y remolques ;Desde un dispositivo móvil;No;;Solo busco. Trabajo ;Hombre;Entre 18 y 40
47917392;06/12/2024 18:48;06/12/2024 18:49;359511;;Parcial;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;;;;;;;;;
47928182;03/12/2024 8:30;03/12/2024 8:31;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;No;10;;Hombre;Entre 18 y 40
47970294;04/12/2024 18:22;04/12/2024 18:22;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;Ocasionalmente;Estoy estudiando / opositando;;;;;;;
48015838;07/12/2024 10:24;09/12/2024 18:26;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
48028083;09/12/2024 13:09;09/12/2024 13:10;359511;;Parcial;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;;;;;;;;;
48034571;09/12/2024 18:19;09/12/2024 18:20;359511;;Parcial;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;;;;;;;;;;
48040476;10/12/2024 0:28;10/12/2024 0:29;359511;;Parcial;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Mensualmente;Trabajo en una Administración Pública;;Desde un PC;Sí;1;;;
48040604;10/12/2024 0:53;10/12/2024 0:54;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;Sí;Semanalmente;Trabajo en una Administración Pública;;Desde un dispositivo móvil;Sí;10;;Mujer;Entre 40 y 65
48040843;10/12/2024 1:50;10/12/2024 1:50;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;;;;;;;;;;
48132918;13/12/2024 7:31;13/12/2024 7:32;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;9;;Mujer;Entre 40 y 65
48132971;13/12/2024 8:06;13/12/2024 8:07;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;No ;;;;;;;;;
48159010;16/12/2024 10:01;16/12/2024 10:01;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
48232345;17/12/2024 15:18;17/12/2024 15:18;359511;;Parcial;Mobile;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;;;;;;;;;;
48327586;19/12/2024 13:47;19/12/2024 13:47;359511;;Completa;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Ocasionalmente;Trabajo en una Administración Pública;;Desde un dispositivo móvil;No;1;;Hombre;Entre 40 y 65
48343819;20/12/2024 9:19;20/12/2024 9:20;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Semanalmente;Trabajo en una Administración Pública;;Desde un PC;Sí;8;;Mujer;Entre 40 y 65
48373016;23/12/2024 9:52;23/12/2024 9:53;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
48373098;23/12/2024 10:19;23/12/2024 10:19;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;Mujer;Entre 40 y 65
48436745;27/12/2024 10:13;27/12/2024 10:13;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
48571942;30/12/2024 21:12;30/12/2024 21:13;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
